movieId,tags_text
4241,video game adaptation video game connection best pokemon movie
4242,comedy female power light-hearted
4243,less than 300 ratings
4245,pg
4246,based on a book chick movie romance chick flick girlie movie comedy colin firth hugh grant renee zellweger singletons funniest movies good romantic comedies guilty pleasure relationships renãâ©e zellweger sharon maguire narrated a very good movie...you have to see british adapted from:book based on book love triangle middle age fairly bad instills poor moral values renee zwelleger sexist jane austen diary fat women fun great love sequel renee zelweger sad unorganized okay drama fiction funny xx comedy romance want to see love story romantic comedy so funny and romantic! romcom
4247,fuck you it's funny movie to see ub recommended
4248,slash adapted from tv show capitalism cute embarassed to watch
4250,christian faith movie that you forget easily
4251,australian tumey's dvds
4253,lake superior
4254,australian
4255,tom green golden raspberry (worst actor) golden raspberry (worst picture)
4256,nudity (full frontal - notable) dvd-video
4258,aidan gillen
4259,nabokov library emily watson adopted from:book author:vladimir nabokov chess christopher thompson geraldine james stuart wilson john turturro hw drama
4261,2
4262,remake an ok movie highly overrated. last ten minutes will do me fine. drugs masterpiece pacino action packed crime 2 immigration mafia organized crime the american dream mobb action gangster gfei own it little friend ultraviolence brian depalma bloody high camp imdb top 250 violence erlend's dvds divx al pacino eric's dvds nudity (topless - brief) dvd divx1 coccaine tumey's dvds tumey's to see again overrated scary brian de palma my movies american dream f. murray abraham need to own chainsaw classic guns uplifting gangsters great movie cool must see nice drug abuse action drama violent no verry violent corruption great performance by pacino amazing cinematography atmospheric seen more than once afi 100 (movie quotes) mobster don't remember >
4263,alcoholism jmq netwatch top ten
4265,formula 1 racing harlin sport:car racing (formula 1)? sylvester stallone
4266,nudity (topless - notable)
4267,different perspectives watched 2008
4270,"egypt mummy action adventure 2 quite good sequel fever archeology brendan fa action adventure ghosts/afterlife sand sequel silly action dwayne ""the rock"" johnson fun seen at the cinema muppets not actually scary unintentionally funny arnold vosloo john hannah oded fehr brendan fraser rachel weisz exciting poor sequel good adventure ancient egypt cool plot action packed architecture art no opening credits sword and fantasy tommy gun summer adventureous comedy okay once i didn't return for the sequel the rock cheesy"
4271,on computer to see grim intimate lyrical poignant somber stylized sweeping
4272,to see artistic beautifully filmed
4273,10.01.06 bibliothek seen haunting
4274,big budget oscar (best cinematography) 70mm clv dvd-ram
4275,british fantasy todd carthy want 70mm
4276,hw comedy not corv lib albert brooks afi 100 (laughs)
4277,national film registry
4278,black and white nazis see: why we fight series third reich propaganda world war ii
4279,robert downey jr courtroom murder
4280,based on a book owned nudity (topless) adapted from:book author:john irving dbd
4282,classical studies decadent disturbing hallucinatory irreverent satirical sexual sweeping sven's to see list
4285,afternoon section setting:diner
4290,70mm
4291,"dolly parton women's lib animation & live action interact (scene) bechdel test:pass the three ""imagination"" sequences they had when they were stoned ruined the movie. dolly parten lily tomlin 1980s afi 100 (laughs)"
4292,classic union oscar (best actress) union strike women favorite scenes afi 100 (cheers)
4293,john candy
4294,fanciful humorous lavish quirky whimsical dr. seuss surreal dvd-r
4295,nudity (topless - notable)
4296,death library bittersweet earnest poignant sentimental tearjerking tear-jerker afi 100 (movie quotes)
4297,best performance:  max von sydow as lasse karlsson feudalism immigrants poverty tumey's dvds golden palm oscar (best foreign language film)
4298,caper heist library criterion imdb top 250 erlend's dvds atmospheric bleak tense visceral tumey's dvds ummarti2007
4299,predictable heath ledger naked chaucer dvd movie is very good. i like the combination of history and modern times. also shannyn sossamon looks incredibly beautiful. medieval knoll odd shannyn sossamon is hot
4300,hw drama not corv lib no less than a 4.5
4301,jazz latin jazz music
4302,dogme95
4303,less than 300 ratings
4304,seen more than once r movie to see
4305,bibliothek jennifer lopez jim caviezel loss romance supressed memories
4306,parody animation seen more than once funny dvd witty! eddie murphy very good for kids cartoon fairy tales library fairy tale kids cameron diaz conrad vernon jim cummings john lithgow mike myers vincent cassel donkey oscar (best animated feature) great for the kids and adults very funny dreamworks comedia desenho romance imdb top 250 satire based on book mule erlend's dvds children's comedy based on a book almost favorite own quirky ogre computer animation negative humor kids fun dreamworks animation 3 comic sidekick crude humor unlikely hero mixed-message buy get cgi overrated classic fairy tales showing in finland the fat green monster that is not hulk oscar winner seen at the cinema cg franchise mascot ogres disney sequel diluted by its sequels mke myers
4308,ewan mcgregor musical vhs bollywood influence courtesan narcolepsy special enjoyed despite myself baz luhrmann my dvds nicole kidman film theory & criticism amazing sountrack rococo bibliothek backstage red curtain trilogy bought the dvd erlend's dvds lavish lyrical passionate quirky sensual sentimental stylized almost favorite own overrated or for certain tastes nudity (topless - brief) seen more than once seen at the cinema jealousy oscar (best art direction - set decoration) oscar (best costume design) tuberculosis 6565858tfkjfk colourful sexualized violence tumey's dvds get mountains colorful wired 50 greatest soundtracks flick appalling australian
4310,big budget beh...long tedious not nearly as interesting as it could be. token americana. action war easygoing 3 history blockbuster shit jerry bruckheimer enjoyable war drama boom unwatchable world war ii drama romance historical own overrated the best! jennifer garner ben affleck cuba gooding jr. jon voight josh hartnett below r catastrophe kate beckinsale impressive 70mm love triangles historical epic historically inaccurate weak romantic movie too long plane no didn't see wwii wartime > awful movie
4312,in netflix queue 2.5 tribal
4314,less than 300 ratings
4316,figure skating k movie
4318,based on book hollywood mother daughter relationship friday night movie star wars connection gene hackman annette bening meryl streep
4320,historical usa cerebral culture clash cynical deadpan ironic quirky satirical robert altman
4321,colorado oscar (best supporting actor) funny afi 100 (laughs)
4322,sports baseball john cusack courtroom sport:baseball pg betamax dvd-video
4325,antonioni classic deliberate estrangement infidelity intimate italy milan nightclub party stylized terminal illness wikilens top pick writer meditative reflective
4326,civil rights racism race rasicm library vhs oscar (best cinematography) on dvr drama 1960's jim crow corruption kkk almost favorite owned gene hackman 1960s based on a true story ku klux klan
4327,classic western mexico plot: seven samurai form charles bronson eli wallach horst buchholz steve mcqueen yul brynner clint eastwood hey gringo yul james coburn seven samurais isaiah robert vaughn afi 100 (thrills)
4328,yul brynner
4329,buddy movie veja bibliothek forceful humorous quirky tense bfi classic murder related:assault on precinct 13 (1976;2005) related:high noon related:only angels have wings related:to have and have not remadeas:el dorado(1966); rio lobo (1970) remakeof:rio bravo(1958) western tumey's dvds tumey's vhs watch it more than once
4330,criterion atmospheric lavish racy sexual sexy stylized
4333,strangers on a train comedy twisted funniest movies billy crystal can't remember
4334,kate scottlemieux moviepig top pick family gatherings first love gentle humorous intimate lovers reunited midlife crises reflective understated warm wistful work ethics want to see again family relationships taipei taiwan china modern china partial nudity (male) swearing sven's to see list
4335,michael j. fox competition puzzles
4336,owned easily confused with other movie(s) (title)
4337,richard attenborough candice bergen steve mcqueen 70mm
4338,national film registry oscar (best supporting actor) air war leadership world war ii
4339,based on a book trains hulu frank sinatra trevor howard world war ii
4340,awful awards
4341,based on a book martin lawrence
4342,gay florida film festival winner florida film festival winner best narrative feature audience award 2001
4343,comedy kate beckinsale vampires werewolves hillarious boring aliens sci-fi seann william scott really bad funny when your 10. less funny when your not. daivd the douchebag ducovnie x-files funny ridiculous silly evolution meteorite
4344,hackers gfei own it nudity (topless - notable) halle berry hugh jackman vinnie jones computer cracker computers dvd:alternate endings murder setting:la dvd cool clearplay hacking john travolta don cheadle action r over the top
4345,hollywood nudity (topless)
4346,hw drama
4347,holocaust compassion generous humanity pg13 millenial foreign comedies to see
4348,less than 300 ratings
4349,book ohsoso literary adaptation own armenian great book terrible movie. owned nudity (full frontal) adapted from:book author:joseph heller insanity during war screenwriter:buck henry absurdism tumey's dvds betamax
4350,new zealand peter jackson documentary my movies
4351,hawaii surfing keanu reeves bank robbery nudity (topless) life choices murder sport:surfing can't remember 70mm hot fuzz entertaining for not asking too much of keanu cult film
4353,gene hackman vietnam war
4354,bad cop home invasion
4355,nudity (rear) nudity (topless) hockey
4356,marilyn monroe in netflix queue musical hw classics not corv lib
4357,classic marilyn monroe hw classics
4359,adultery marilyn monroe sexy easygoing humorous light satirical upbeat almost favorite was disappointed; thought movie was kind of stupid afi 100 (laughs)
4361,afi 100 men in drag glbt national film registry drag oscar (best supporting actress) delights netflix instant cross dressing a classic afi #62 best performance:  dustin hoffman as michael dorsey funny as hell actor's life affectionate assumed identities gender-bending literate madcap urbane warm witty my favourite of all actors gender disguise men disguised as women soap operas dated tumey's dvds dustin hoffman childhood classics gltbq cross-dressing soap opera 1980s women's lib netflix instant watching afi 100 (laughs)
4363,cliff robertson michael caine less than 300 ratings 70mm
4366,disney disney animated feature ancient civilization atlantis lost world steampunk underwater (s)vcd
4367,angelina jolie a bit exagerated but a good movie based on a video game sucky action game video game simon west boring kick-butt women adapted from:game dvd video game adaptation larry wachkowski adaptation adventure cambodia interesting tomb greatest movie of all time ok history okay once girl power hot girls! slop game related crap dont know exciting yuck rather a disappointment don't watch > cool sexy
4368,adapted from:book series
4369,no desire to see this cars boring slashy dvd vin diesel fashion street race action racing
4370,artificial intelligence fairy tale robots android so long! and wierd! jude law want to own the never ending weird movie dystopia future robot sad steven spielberg futuristmovies.com haley joel osment boring erlend's dvds 2001 inverted brian aldiss seen at the cinema android(s)/cyborg(s) saturn award (best performance by a younger actor) saturn award (best science fiction film) saturn award (best special effects) saturn award (best writing) tumey's dvds dvd androids aidan gillen haley joel osmond drags stanley kubrick dvd-video formulaic waste of celluloid
4372,bibliothek kirsten dunst movie to see the voice-overs here aren't as corny as people say
4377,hugo weaving
4378,who cares dvds 2006 best performance:  ben kingsley as don logan slow nudity (topless) 2.5 tumey's dvds
4380,accident on dvr to see seen more than once 4
4381,seen with benoit closeted homosexual veber french gerard depardieu
4383,mystery watched 2006 tumey's dvds jean reno my movies
4384,to see
4388,parody comedy horror sequel anna faris not funny david cross
4389,lesbian nudity (topless - notable)
4390,to see nudity (full frontal - notable) vhs dvd-video horrible rape unsimulated sex scenes
4391,to see hanoi vietnam ummarti2006
4392,15.01.06 bibliothek seen erlend's dvds woody allen new york city dvd-video
4393,erlend's dvds woody allen favorite scenes gene hackman dvd-video
4395,criterion goofy humorous silly witty wry
4396,remake race jackie chan dvd betamax racing
4397,jackie chan
4399,library vhs criterion interesting biting grim matter-of-fact racy satirical tumey's dvds
4401,hawaii
4402,parody related:007 (series)
4403,national film registry remake scary movies to see on halloween edgar allan poe erlend's dvds gothic vincent price adapted from:book author:edgar allan poe vhs
4404,in netflix queue based on a play books church classic horror dark deal with the devil death devil falsely accused flying german good versus evil google video greed immortality johann wolfgang von goethe love necklace occult old age ominous on computer plague religion renunciation resurgence satan seduction selfishness/unselfishness sibling relationships sword fight youth erlend's dvds german expressionism filmaffinity top pick devil's bargain dvd-video
4405,dvd-video
4406,national film registry imdb top 250 tumey's dvds black and white john wayne john wayne is full of himself edmond o'brien vera miles james stewart lee marvin
4407,cinematographer:robert richardson great history movie el salvador photography south america frightening not quite a great history flim-i knew doc rock and he has never been to salvador-only his friend-he hates stone too oliver stone not corv lib
4408,erlend's dvds woody allen
4409,black and white circus crime magick serial killer erlend's dvds woody allen
4410,demme nudity (topless - notable)
4411,john wayne dean martin dennis hopper george kennedy strother martin
4412,blaxploitation
4413,based on a book h.g. wells mst3k
4415,drugs hilarious
4416,sf vhs
4419,rock hudson national film registry criterion
4420,oscar (best supporting actor)
4422,oscar (best cinematography) great performances criterion erlend's dvds ingmar bergman downbeat intimate lyrical poignant stylized depressing breathtaking betamax sven's to see list
4424,italy oscar (best foreign language film)
4425,imdb bottom 100 werewolf werewolves
4426,who cares dvds national film registry erlend's dvds film noir albert decker ralph meeker robert aldrich mysterious parcel private detective sven's to see list
4427,comedy oscar (best actress) stage great performances christmas england history best performance:  katherine hepburn as eleanor of aquitaine amazing cinematography exceptional acting great screenplays terrific cast anthony hopkins katherine hepburn peter o'toole 70mm
4428,atmospheric autumnal bittersweet elegiac intimate lyrical reflective
4429,based on a book herman melville ray bradbury hulu bibliothek adapted from:book author:herman melville tumey's dvds gregory peck richard baseheart
4432,best performance:  burt lancaster as j.j. hunsecker erlend's dvds based on book elmer bernstein james wong howe tony curtis tumey's dvds movie to see
4433,oscar (best supporting actress) criterion forceful lurid passionate quirky sexual sweeping
4436,brian de palma
4437,dario argento two strip technicolor atmospheric creepy dreamlike eerie hallucinatory ominous slick stylized witchcraft women in jeopardy horror
4438,bruce lee kung fu martial arts revenge child abuse christmas clv
4439,addiction drug abuse erlend's dvds drugs
4440,chinese very good bruce lee kung fu martial arts classic martial arts flick film theory & criticism vhs
4441,disgrace kung fu martial arts classic martial arts flick gambling
4442,katsomattomat betamax
4443,futuristmovies.com sean connery 70mm
4444,kung fu martial arts chuck norris bruce lee classic martial arts remake
4446,video game adaptation cgi computer animation hironobu sakaguchi moto sakakibara (co-director) anime katottava adapted from:game similar:final fantasy alien invasion post-apocalyptic dvd gaia fish sci-fi cg motion capture great animation game related
4447,blonde dog funny college comedy garbage idiotic stupid as hell 4 pink okay once stupid but funny really funny law reese witherspoon girlie movie chick flick ditzy reesewitherspoon comedy luke wilson reese whitherspoon lawyers overrated seen more than once animal:dog courtroom setting harvard law school murder leonard nimoy actually funny better than expected flick femininity feminism stupid fun universitate selma blair friendship scholarship guilty pleasure tasteless dumb dumb but funny terrible bad funny as hell cute didn't see silly movie
4448,montreal good performance from norton killer heist excellent fast paced intense hacker setting:montreal predictable slow start but decent payoff edward norton marlon brando robert de niro angela bassett boring decent customs de niro
4450,true story nudity (full frontal - notable) jim schutze
4451,niagara falls prearranged marriage suicide attempt wedding less than 300 ratings florida film festival winner
4452,directorial debut very funny
4458,africa nature less than 300 ratings
4459,alaska nature
4462,betamax
4464,book oscar (best supporting actress) great adapted from:book anne tyler betamax
4465,rape oscar (best actress) courtroom drama best performance:  jodie foster as sarah tobias nudity (topless - brief) sexualized violence didn't finish betamax
4466,aikido steven seagal
4467,gilliam trilogy of the imagination nudity (topless - brief) divx terry gilliam erlend's dvds insane fantasy story-in-a-story didn't finish uma thurman 70mm dvd-video vhs
4468,awful reviews...........cannot figure out why. outstanding. buenos aires argentina
4469,author:agatha christie hercule poirot character:hercule poirot whodunit
4470,library proletariat trilogy to see finnish
4471,golden raspberry (worst actress) dudley moore
4472,betamax
4473,gene hackman vietnam war betamax
4474,book tear jerker women 70mm
4475,want dvd-video creepy
4476,twins clv
4477,circus betamax
4478,stageplay based on a play biloxi boot camp gay soldiers military mississippi neil simon prostitution world war ii mathew broderick betamax
4479,biography jazz forest whitaker clearplay r
4480,remake clv
4482,betamax
4484,artist gerard depardieu sad strong woman
4485,guilty pleasure dvd-video
4486,alcoholism recovery addiction morgan freeman betamax
4487,golden raspberry (worst picture) afternoon section tom cruise didn't finish
4488,owned don cheadle sean penn
4489,john landis africa immigrants arsenio hall eddie murphy james earl jones john amos eric's dvds nudity (topless) betamax classical
4490,betamax
4491,less than 300 ratings gary oldman
4492,betamax dvd-video
4493,betamax
4495,new york netwatch
4496,betamax
4497,deadpan easygoing humorous quirky silly zombies betamax
4498,clint eastwood dirty harry betamax
4499,con men a bit stupid casino con artists farce france orion pictures pg one of the best movies ever language sexual references
4500,cerebral crumbling marriages cynical fanciful humorous literate mothers and daughters out for revenge quirky sexy talky treacherous spouses unlikely criminals witty women's friendship peter greenaway
4502,can't remember
4503,betamax
4506,kidnapping paris tumey's dvds ennio morricone roman polanski
4508,nature 70mm
4509,bear cabin nature outdoors funniest movies
4514,werewolf werewolves
4515,new york city biography dali library library vhs beatles biographical
4516,robert downey jr.
4517,hw drama
4518,gothic pagan
4519,tylsãâ¤ dinosaur friendship kids and family can't remember classic franchise
4520,can't remember
4522,nudity (topless)
4523,david-vs-goliath small town
4526,aliens
4529,owned
4530,keanu reeves
4531,arnold schwarzenegger
4532,zombie zombies
4533,creepy harsh humorous satirical visceral nudity (full frontal - notable) zombie zombies don't want to see the greatest zombie saga continues!!! brains!
4535,1890s australian based on a poem cowboy horse outback scope from an epic ballad historic austrialian outback old jack thompson kirk douglas lorraine bayly sigrid thornton tom burlinson
4537,hippies drama family moving river phoenix
4538,look'it the moon!
4539,dance
4541,voodoo zombies dominican republic haiti real drugs wade davis
4543,andy robinson 70mm
4544,robots crappy sequel cute robot number johnny 5
4545,trash robots robot artificial intelligence military seen more than once 80s
4546,based on a book kidnapping remade cdon missing persons criterion disturbing macabre buried alive erlend's dvds cerebral chilly deliberate eerie enigmatic menacing obsession movie to see horrible ending
4547,sean bean lives tommy lee jones
4552,to see cult film
4553,humorous satirical allegory reaganomics aliens based on a short story campy conspiracy fistfighting los angeles scope silly sunglasses biting quirky tense cult classic two thumbs up! al leong cult film environmentalism
4555,socially relevant breakthroughs gay
4556,gary oldman
4557,interesting cars francis ford coppola 70mm
4558,arnold schwarzenegger twins brother-brother relationship brothers comedy very funny seen at the cinema twins/inter-related lives can't remember kids
4560,based on a book dean koontz
4562,sherlock holmes victorian era
4563,australia can't remember
4564,dvd collection audrey hepburn holly hunter remake steven spielberg can't remember 70mm
4565,ninja can't remember menahem golan martial arts betamax nostalgia
4566,ninja menahem golan nostalgia
4567,ninja michael dudikof nostalgia
4570,directorial debut
4571,time travel dumb but funny teen excellent! phone booth bogus circle k iron maiden bechdel test:fail future teenager rock and roll dumb history keanu reeves al leong movie to see dumb fun well-done time travel
4572,boring tokyo ridley scott 70mm
4573,louisiana nudity (topless) politics strippers
4574,rutger hauer
4575,clv
4577,brian depalma brian de palma sean penn vietnam war 70mm dvd-video
4578,betamax
4580,friday night movie he-man connection jean-claude van damme menahem golan
4582,dvd-video
4583,betamax clv
4585,can't remember
4587,california robby the robot dvd-video
4589,betamax
4590,holocaust relationship - nontypical
4591,it has eartha kitt - so that cancels any cheesiness dungeons & dragons monty python satire can't remember vikings
4595,movie to see
4597,skateboarding
4598,imdb bottom 100
4599,biopic
4600,doctors
4601,nudity (topless)
4605,criterion biting disturbing hallucinatory quirky satirical dark comedy
4607,70mm
4610,nudity (topless - notable)
4611,lance henriksen morgan freeman
4612,breakthroughs cannes:jury prize oscar nominee: foreign language (canada) character portrays jesus
4613,animal:dog crime dog can't remember
4614,martial arts jean-claude van damme fight!
4616,eric's dvds can't remember league of shadows morgan freeman
4617,gambling
4619,childhood fav can't remember
4621,different well done sleeper immature bruce willis john travolta babies travolta afternoon section technique:voice over can't remember love abe vigoda george segal kirstie alley olympia dukakis fantasy talking babies prime time stupid family movie done well enough funny parts 80s funny as hell
4623,sports baseball blindfold funny cleveland sport:baseball friday night movie wild 80s
4624,new zealand peter jackson 16mm addiction animals anthropomorphic black comedy dark comedy drugs gross insects perverted puppets r splatter surreal variety show my movies boring
4628,woody allen francis ford coppola
4630,"sport:`professional' wrestling hulk hulk hogan pro wrestling television industry tiny ""zeus"" lister"
4632,gene hackman tommy lee jones
4633,cannibalism dark comedy
4636,boring adapted from:comic crap dolph lundgren garbage horrible poorly made stupid sucks marvel super-hero superhero comic book
4638,dinosaurs joe johnston sam neill owned ei muista michael crichton sequel franchise
4639,billy crystal julia roberts seth green hollywood movie business below r not worth a star
4640,to see yakuza japan takeshi kitano gangsters japon mafia
4641,ohsoso pretentious do zassania thora birch adolescence qube lifelike smart on computer on disc funny high school quirky scarlett johansson watch the credits comic book indie bittersweet deadpan enigmatic intimate ironic reflective stylized terry zwigoff watched 2006 2.5 attachment coming of age tumey's dvds hipster cultural classic over-rated thinks it's profound but it isn't clearplay r based on a comic suburbia
4642,based on a book directorial debut teddy award to see amazing sountrack musical very interesting glbt terrible john cameron mitchell based on a play berlin musicians transgender wig all washed up bittersweet campy down on their luck gender-bending musician's life poignant quirky stylized unrequited love wry cult film queer based on play germany rock transvestism music sexuality wired 50 greatest soundtracks classic
4643,"remake futuristmovies.com owned ""damn dirty apes"" dystopia post-apocalyptic divx1 plot holes helena bonham carter cryogenics post apocalyptic violence"
4644,on disc italy bruno ganz
4646,quirky underrated england flowers gardening prison hw comedy not corv lib netflixbacklist
4649,goofy irreverent madcap racy satirical silly summery hw comedy
4652,golden raspberry (worst actress) dc comics
4653,swashbuckler
4654,forceful humorous sexy slick tense friday night movie easily confused with other movie(s) (title) so bad it's almost good
4658,atmospheric cerebral creepy disturbing eerie enigmatic stylized tense visceral clowns vhs jodorowsky
4659,1950s 1960s based on a true story history independent film london nudity (rear) nudity (topless) orgy parliament political scandal politics r r:language r:strong sexuality sex scandal
4661,haunting repeated song throughout film
4662,funniest movies nudity (topless)
4664,every woman should see
4666,addiction recovery
4671,compassionate confrontational disturbing ironic quirky wry
4673,police nudity (topless - brief) good in the 80s 70mm
4676,can't remember
4677,dogs tom hanks animal:dog can't remember
4678,television 80's classic weird al quirky friday night movie
4679,john candy can't remember sir john candy
4681,nudity (topless - brief) divided house
4682,so bad it's almost good julian sands
4683,video games i love the powerglove
4686,zombie
4687,criterion drab quirky whimsical
4688,in netflix queue 17th century canada history native americans colonialism culture clash
4689,70mm
4690,francis ford coppola mafia life 70mm betamax
4691,betamax
4692,bibliothek owned adapted from:book author:john irving
4694,holocaust
4696,swashbuckler
4697,campy creepy gruesome lurid mutants quirky serial killers silly twins and lookalikes betamax dvd-video
4698,directorial debut
4699,on disc angelina jolie antonio banderas boring good portrayal of a weak man nudity (topless - notable)
4700,blah g julie andrews teen san francisco anne hathaway hector elizondo
4701,jakie chan brett ratner chris tucker jackie chan martial arts funny action guns kung fu rupert everett not funny below r
4703,playlist food/cooking africa colonialism chocolate france johnny depp beautiful
4704,john wayne
4705,crossdressing homosexuality remade netwatch adapted from:play
4706,adapted from:play betamax
4707,superb
4708,to see angry assassination plots atmospheric claustrophobic fighting the system hallucinatory literate passionate political unrest talky not corv lib sven's to see list
4709,70mm
4710,jmq don siegel wayne's best john wayne
4711,3
4713,cinematographer:jordan cronenweth drugs psychedelic annoying chilly creepy experiments gone awry hallucinatory menacing ominous paranoid tense nudity (rear) nudity (topless - notable) vhs apes trippy scientist experiments on self 70mm dvd-video stoner movie sensory deprivation
4714,animal:orangutang? clint eastwood friggin orangutan street fighting betamax
4716,atmospheric cerebral downbeat dreamlike meditative somber visceral toronto film festival winner toronto film festival winner 1980
4717,jackie chan
4718,teen tits funny r best comedy american sign language college notable nudity sequel summer vacation walked out during screening movies i own-dvd nudity (topless) alyson hannigan not funny
4719,ostensibly for kids but: prejudice:sexism the 5-second rule never applies near animals or in zoos
4720,twist ending ghosts saved by the ending scary dvd surprise ending afterlife beautiful woman bible cemetary child actor foggy formulaic gardener haunted house house housekeeper isolation library mansion mischievous children mother-daughter relationships mother-son relationship mute photograph photosensitivity religion servants and employers single parents upper class war widow widows/widowers overrated need to buy nicole kidman drama bibliothek erlend's dvds ghost story gothic atmospheric austere claustrophobic deliberate eerie gloomy ominous favorites own crap predictable a complete waste of time! completely boring! saturn award (best actress) saturn award (best horror film) saturn award (best supporting actress) buy horrible othello a picturesque english horror story. in good taste.
4721,history colin farrell as historicaly correct as germany winning ww2 but still a fun movie.
4722,gay
4723,redemption
4725,coin mask mental hospital multiple personalities tape recorder paras kauhu leffa ikuna!!! eli best horror ever! well done psychology serial killer loved it! very well made thriller
4727,christian bale nicolas cage
4728,jerry zucker funny as hell amy smart breckin meyer cuba gooding jr. dave thomas john cleese jon lovitz kathy bates kathy najimy rowan atkinson seth green vince vieluf whoopi goldberg
4729,addiction alcoholism cancer family gatherings father daughter relationship great acting lawyer library vhs male nudity nudity (topless) road trip secrets whiskey wistful
4732,filmed in palmdale
4733,allen is brilliant just allen woody allen adultery alter ego chandleresque vhs
4734,cameos jay and silent bob kevin smith view askew do kupienia stoner movie own bluntman and chronic marijuana parody scooby doo star wars seen more than once cameo-fest james bond
4735,jason statham john carpenter
4738,insanity new york time travel on disc not a comedy
4740,hugh laurie british
4741,seen more than once 1970s commune conflicts and differences between 2 people friendship gender gender-bending loneliness love maturity parenthood politics puberty sexuality social criticism socialism volkswagen nostalgic witty millenial foreign comedies to see
4743,remake immigrant strong woman bernie l recommends remake of eat drink man woman
4744,horror monster
4745,based on a play based on a book shakespeare taped adapted from:play playwright:shakespeare meh very interesting adaptation well acted well done
4748,nostalgic karate to see with rachel
4750,imdb bottom 100 nostalgic
4753,vampire vampires
4754,island religion small town hammer film productions cult film erlend's dvds atmospheric disturbing eerie enigmatic missing persons obsessive quests ominous religious zealotry sexual trapped or confined nudity (topless - notable) tumey's dvds pagan
4756,swashbuckler
4763,glbt transgendered sports
4765,directorial debut
4767,mummy
4768,erlend's dvds fritz lang
4769,oscar (best documentary feature) evacuees world war ii germany individual heroism pg altruism holocaust
4770,bibliothek
4771,baseball based on a book keanu reeves
4772,r
4773,procrastination workplace
4774,hilarious!! :d ben foster tim allen based on book crime family
4775,imdb bottom 100 golden raspberry (worst actress) bittersweet campy flashy lavish sentimental slick sweeping
4776,denzel washington oscar (best actor) divx library vhs to see taped worst denzel movie ever bibliothek own riveting eric's dvds nudity (topless - brief) notable nudity bad guy good clearplay r eva mendez violent yet uplifting
4777,black and white energy strangely compelling florida film festival winner florida film festival winner best narrative feature special jury award 2001
4778,documentary romanian sad
4782,forgettable new york city video store dating divorce independent film love affair new york
4783,antarctica florida film festival winner florida film festival winner best documentary feature audience award 2001
4785,atmospheric austere bleak cynical gritty harsh wintry klaus kinski
4786,feh author:richard matheson
4787,prodigies
4788,russian oscar (best foreign language film)
4789,black comedy disfigurement brian de palma
4790,70mm
4792,remade ghosts/afterlife dvd-ram
4794,atmospheric cerebral creepy disturbing gruesome haunted by the past lavish menacing mind games stylized tense visceral witnessing a crime women in jeopardy
4795,j netflix tumey's dvds
4796,bibliothek less than 300 ratings
4798,bright light talky urbane witty wry cary grant ingrid bergman
4799,"comedy slapstick wacky race competition greed husband-wife relationship oscar (best sound) race against time treasure hunt 70mm more queasy than ""funny"" afi 100 (laughs)"
4800,pulp
4801,bette davis family
4802,cary grant arthur o'connell dina merrill joan o'brien tony curtis
4803,directorial debut erlend's dvds personality disorder clint eastwood
4804,comedy drama favorite less than 300 ratings
4805,oscar (best supporting actor) oscar (best supporting actress) less than 300 ratings
4806,criterion oscar (best foreign language film)
4808,remake super scary
4809,nuclear disaster union nuclear power environmental issues bibliothek best performance:  meryl streep as karen silkwood working class death nuclear afi 100 (cheers)
4811,library motorcycle rebels and outsiders tumey's dvds
4812,nasa space childhood flashback can't remember joaquin phoenix 70mm
4813,death spaceships doomsday
4814,andrew klavan sean bean dies mute witness taped clearplay r
4815,stephen king anthony hopkins
4816,fashion frankie goes to hollywood piano piano tie seen more than once will ferrell kate stephanie male models pg-13 ben stiller good to own and watch over and over hysterical mindless one liners one of the most overrated comedies of all time and one of the first films i walked out in the middle of. silly humor models funny as hell seen at the cinema bechdel test:fail cameo:david bowie club dj (scene) dance off (scene) disc jockey (scene) group sex prejudice:transphobic stiller&wilson goofy quirky farce it thought it was funny but it wasn't over-rated david bowie stupid not funny spoof
4821,road kill
4822,alex d. linz jamie kennedy josh peck larry miller zena grey
4823,john cusack wedding good romantic comedies bibliothek few nice laughs
4824,jerry garcia less than 300 ratings
4826,classic war bleak disturbing forceful gritty rousing tense history dvd-video
4827,betamax
4830,liberal prison
4831,golden raspberry (worst picture) 70mm
4833,erlend's dvds ghost story atmospheric deliberate eerie melancholy somber easily confused with other movie(s) (title)
4834,drugs hilarious
4835,seen 2008 loretta lynn oscar (best actress) tommy lee jones afi 100 (cheers)
4837,time capsule tumey's dvds vhs
4840,criterion bibliothek tumey's dvds pg gerard depardieu
4841,70mm
4842,based on a book christopher walken
4844,heist bibliothek bruce willis funny
4845,chris kattan worst movie ever
4846,eric's dvds wuxia hilarious martial arts ironic
4847,library vhs biting bleak cynical downbeat forceful intimate matter-of-fact moody sexual tense
